|title|language|certificate_no|certified_duration|type_of_film|producer_name|production_house|certificate_type|format|certificate_date|duration_in_seconds
154|ACHENA UTTAM - A BIOPIC OF LEGENDARY UTTAM KUMAR|Bengali|DIL/2/23/2022-KOL|0 days 01:54:54|Theatrical|Pramod Anant Bhingarde|M/S. ALAKNANDA ARTS PVT. LTD.|UA|1|2022-07-18|6894
155|BHUMI|Bengali|DIL/1/62/2022-KOL|0 days 02:31:18|Theatrical|Pankaj Das|-|U|1|2022-07-20|9078
156|JOMUNA O PROJAPATI ROHOSHYO|Bengali|VIL/2/324/2022-MUM|0 days 02:19:41|Video|Kotapadijayaramanrajesh Jayaraman|KJR STUDIOS|UA|1|2022-07-22|8381
157|MISS INDIA|Bengali|VIL/1/49/2022-MUM|0 days 02:13:27|Video|Srimahesh Koneru|EAST COAST PRODUCTIONS|U|1|2022-07-22|8007
158|ANTARJAAL|Bengali|DIL/2/24/2022-KOL|0 days 01:41:29|Theatrical|Mukesh Kumar Pandey|pandey motion pictures|UA|1|2022-07-26|6089
159|AKASH ONGSHOTO MEGHLA|Bengali|DIL/1/64/2022-KOL|0 days 01:49:21|Theatrical|Shalini Mukherjee|-|U|1|2022-07-26|6561
160|377|Bengali|DIL/3/3/2022-KOL|0 days 01:46:05|Theatrical|Tanmoy Biswas|-|A|1|2022-07-27|6365
161|BIKELER ALO|Bengali|DIL/1/65/2022-KOL|0 days 01:44:12|Theatrical|Somnath Sen|-|U|1|2022-07-27|6252
162|NAAYAK|Bengali|VIL/2/342/2022-MUM|0 days 02:12:56|Video|ULKA MANISH SHAH|GOLDMINES TELEFILMS PVT LTD|UA|1|2022-07-28|7976
163|VIP|Bengali|VIL/1/52/2022-MUM|0 days 01:44:29|Video|Thanu Subramaniam|V CREATIONS|U|1|2022-07-29|6269
164|UNCHARTED|Bengali|VFL/2/262/2022-MUM|0 days 01:57:55|Video|Avi Arad, Ari Arad, Sony Pictures U.S.A|-|UA|1|2022-08-03|7075
165|SHADOW|Bengali|VIL/2/348/2022-MUM|0 days 02:20:52|Video|ULKA MANISH SHAH|GOLDMINES TELEFILMS PVT LTD|UA|1|2022-08-03|8452
166|IKIR MIKIR|Bengali|DIL/2/26/2022-KOL|0 days 01:44:15|Theatrical|Lakshmanan Lakshmanan|M/S. M.L. FILM PRODUCTION|UA|1|2022-08-03|6255
167|BHOTBHOTI - WHISPERS OF MERMAIDS|Bengali|DIL/2/25/2022-KOL|0 days 02:45:39|Theatrical|Prateek Pradeep Chakravorty M/S. PRAMOD FILMS||UA|1|2022-08-03|9939
168|PANCH KAYEDI|Bengali|DIL/1/68/2022-KOL|0 days 01:58:47|Theatrical|Debashis Banerjee|CHAKRA PRODUCTION|U|1|2022-08-03|7127
169|BHOLE BABA PAR KAREGA|Bengali|DIL/1/67/2022-KOL|0 days 02:14:00|Theatrical|Joydeep Mukherjee|M/S. ARTAGE MEDIA PVT. LTD.|U|1|2022-08-03|8040
170|BYOMKESH - HATYAMANCHA|Bengali|DIL/2/27/2022-KOL|0 days 02:08:05|Theatrical|Debasish Sarkar|M/S. SVF ENTERTAINMENT PVT. LTD.|UA|1|2022-08-04|7685
171|TEARS OF NANDIGRAM|Bengali|DIL/2/288/2022-MUM|0 days 01:47:31|Theatrical|Sarfaraz Sadar Alam|KARTINA ENTERTAINMENT AND SPORTS PVT. LTD.|UA|1|2022-08-05|6451
172|NAACH GOVINDA NAACH|Bengali|VIL/2/362/2022-MUM|0 days 02:21:32|Video|Prasun Bholanath Banarjee|M/S PRASUN BANARJEE PRODUCTIONS|UA|1|2022-08-10|8492
173|BLUFF MASTER|Bengali|VIL/2/368/2022-MUM|0 days 02:26:27|Video|Ramesh Pichanathapillai|Abhishek Films|UA|1|2022-08-12|8787
174|BHUBAN BABUR SMART PHONE|Bengali|DIL/1/69/2022-KOL|0 days 01:43:17|Theatrical|Pranabes Kumar Chandra|Chandracon|U|1|2022-08-12|6197
175|BADHUBARAN|Bengali|DIL/1/71/2022-KOL|0 days 01:49:51|Theatrical|Bajrang Lal Agarwal|-|U|1|2022-08-16|6591
176|TAKA|Bengali|DIL/1/70/2022-KOL|0 days 01:24:27|Theatrical|Goutam Sardar|-|U|1|2022-08-16|5067
177|KOLKATA CHALANTIKA|Bengali|DIL/2/28/2022-KOL|0 days 01:39:56|Theatrical|Satadru Chakrabarty|Baba Bhoothnath Entertainment|UA|1|2022-08-17|5996
178|BISHAKTO MANUSH|Bengali|DIL/3/4/2022-KOL|0 days 01:42:00|Theatrical|Sahid Imam|M/S. SONAM MOVIES|A|1|2022-08-17|6120
179|SURYAVAANSHI….THE FAMILY|Bengali|VIL/2/375/2022-MUM|0 days 02:13:22|Video|ULKA MANISH SHAH|GOLDMINES TELEFILMS PVT LTD|UA|1|2022-08-18|8002
180|TOR PIRITE PAGAL HOILAM RE|Bengali|DIL/1/73/2022-KOL|0 days 02:18:04|Theatrical|Dibyendu Mondal|M/S MA Bishalaxmi Entertainment|U|1|2022-08-22|8284
181|FLAT THEKE PALIYE|Bengali|DIL/1/72/2022-KOL|0 days 02:07:01|Theatrical|Aritra Sen|ROADSHOW FILMS PRIVATE LIMITED|U|1|2022-08-22|7621
182|MY DEAR SIR|Bengali|DIL/1/74/2022-KOL|0 days 01:49:57|Theatrical|Rajendra Das|-|U|1|2022-08-24|6597
183|CITY OF JACKALS|Bengali|DIL/2/29/2022-KOL|0 days 01:57:54|Theatrical|Sujit Dutta|M/S. MUVI TUVI MEDIA PVT. LTD.|UA|1|2022-08-25|7074
184|SHIMANTO NO MAN’S LAND|Bengali|DIL/2/30/2022-KOL|0 days 01:53:13|Theatrical|Satadeep Saha|SSR CINEMAS PRIVATE LIMITED|UA|1|2022-08-30|6793
185|CORONA KE DARONA|Bengali|DIL/1/77/2022-KOL|0 days 01:33:32|Theatrical|Chandrajit Dey|-|U|1|2022-08-30|5612
186|CLOWN|Bengali|DIL/2/31/2022-KOL|0 days 01:39:14|Theatrical|Indranil Guha Chowdhury|M/S. CINERIO FILMS|UA|1|2022-08-31|5954
187|THE ROSE DAY|Bengali|DIL/1/79/2022-KOL|0 days 01:44:25|Theatrical|Aparna Dutta|-|U|1|2022-09-06|6265
188|GAME FIGHTER|Bengali|VIL/1/19/2022-KOL|0 days 02:01:05|Video|Sandeep Agarwala|Echo Entertainment Private Limited|U|1|2022-09-08|7265
189|SWADESH…A JOURNEY|Bengali|VIL/2/412/2022-MUM|0 days 02:23:14|Video|ULKA MANISH SHAH|GOLDMINES TELEFILMS PVT LTD|UA|1|2022-09-15|8594
190|ALOUKIK|Bengali|VIL/2/408/2022-MUM|0 days 01:49:55|Video|Thammareddy Ravi|Flying Frogs|UA|1|2022-09-15|6595
191|WONDER WOMAN|Bengali|VFL/2/308/2022-MUM|0 days 02:17:04|Video|Charles Roven, Zack Snyder, Deborah Snyder, Warner Bros|-|UA|1|2022-09-15|8224
192|DHRUBO|Bengali|VIL/2/404/2022-MUM|0 days 02:29:44|Video|Vemareddy Vamsikrishnareddy|U V CREATIONS|UA|1|2022-09-15|8984
193|SUPERMAN RETURNS|Bengali|VFL/1/58/2022-MUM|0 days 02:30:09|Video|Gilbert Adler, Warner Bros. Pic|-|U|1|2022-09-16|9009
194|PHIRE AYE|Bengali|DIL/2/32/2022-KOL|0 days 02:04:22|Theatrical|Payel Majumdar|-|UA|1|2022-09-19|7462
195|KACHER MANUSH|Bengali|DIL/1/82/2022-KOL|0 days 02:15:29|Theatrical|Deepak Adhikari|DEV ENTERTAINMENT VENTURES PVT. LTD.|U|1|2022-09-19|8129
196|AAHELI|Bengali|DIL/1/80/2022-KOL|0 days 01:39:04|Theatrical|Biswabrata Maiti|-|U|1|2022-09-19|5944
197|KARNA SUBARNER GUPTODHON|Bengali|DIL/1/83/2022-KOL|0 days 02:07:56|Theatrical|Debasish Sarkar|M/S. SVF ENTERTAINMENT PVT. LTD.|U|1|2022-09-21|7676
198|POLICEGIRI|Bengali|VIL/2/421/2022-MUM|0 days 02:06:37|Video|ULKA MANISH SHAH|GOLDMINES TELEFILMS PVT LTD|UA|1|2022-09-21|7597
199|MISSION EVEREST|Bengali|DIL/1/84/2022-KOL|0 days 02:06:16|Theatrical|Nilanjan Basu|Camellia Productions Pvt Ltd|U|1|2022-09-23|7576
200|BOUDI CANTEEN|Bengali|DIL/1/86/2022-KOL|0 days 01:57:01|Theatrical|Sarathi Guha|Shadow Films|U|1|2022-09-26|7021
201|MORBIUS|Bengali|VFL/2/340/2022-MUM|0 days 01:46:13|Video|Lucas Foster,Matt Tolmach,Sony Pictures USA|-|UA|1|2022-09-29|6373
202|BIJOYA DASHAMI|Bengali|DIL/3/5/2022-KOL|0 days 01:56:46|Theatrical|Alakesh Debnath|DRISHTI ENTERTAINMENT|A|1|2022-10-06|7006
203|WALTER|Bengali|VIL/1/69/2022-MUM|0 days 02:03:05|Video|Shruthi Thilak|M/s 11:11.Productions Pvt Ltd|U|1|2022-10-13|7385
204|IT|Bengali|VFL/2/368/2022-MUM|0 days 01:54:07|Video|Seth Grahame-Smith, Roy Lee, Barbara Muschietti, Warner Bros|-|UA|1|2022-10-17|6847
205|DRAGON AVHIJAN|Bengali|DIL/1/90/2022-KOL|0 days 01:20:42|Theatrical|Debojyoti Adhikary|-|U|1|2022-10-18|4842
206|THE DREAM|Bengali|DIL/1/89/2022-KOL|0 days 01:28:59|Theatrical|Sima Ghosal|-|U|1|2022-10-18|5339
207|JATUGRIHA|Bengali|DIL/2/34/2022-KOL|0 days 01:44:44|Theatrical|Piyali Chakraborty|M/S. NEXGEN VENTURE|UA|1|2022-10-19|6284
208|BALLAVPUR ER ROOPKATHA|Bengali|DIL/1/91/2022-KOL|0 days 02:16:02|Theatrical|Debasish Sarkar|M/S. SVF ENTERTAINMENT PVT. LTD.|U|1|2022-10-19|8162
209|TAKE IT EASY|Bengali|DIL/1/131/2022-MUM|0 days 01:59:04|Theatrical|Dharmesh Ramchandran Pandit|OSSO INTERNATIONAL ENTERTAINMENT LLP|U|1|2022-10-21|7144
210|MISSION DUGGA DUGGA|Bengali|DIL/1/92/2022-KOL|0 days 02:01:57|Theatrical|Debajit Chanda|RAJA CHANDA FILMS|U|1|2022-10-28|7317
211|THE MITCHELLS VS THE MACHINES|Bengali|VFL/1/73/2022-MUM|0 days 01:49:33|Video|Kurt Albrecht, Phil Lord, Sony pictures USA|-|U|1|2022-10-31|6573
212|ANDARMAHAL|Bengali|DIL/2/35/2022-KOL|0 days 02:12:04|Theatrical|Ajay Agarwal|EASTRONICS INFO MEDIA PRIVATE LIMITED|UA|1|2022-10-31|7924
213|X EQUALS TO PREM (REVISED)|Bengali|VIL/2/5/2022-KOL|0 days 01:52:13|Video|Debasish Sarkar|M/S. SVF ENTERTAINMENT PVT. LTD.|UA|1|2022-11-01|6733
214|GHAT PRATYAGHAT|Bengali|DIL/2/36/2022-KOL|0 days 02:12:09|Theatrical|Manas Adhikari|-|UA|1|2022-11-01|7929
215|MAHISHASUR MARDDINI|Bengali|DIL/2/37/2022-KOL|0 days 02:06:12|Theatrical|Pawan Kumar Kanodia|AVA FILM PRODUCTIONS PVT. LTD.|UA|1|2022-11-02|7572
216|KOTHAMRITO|Bengali|DIL/1/93/2022-KOL|0 days 02:01:58|Theatrical|Kushagra Jalan|Jalan Productions (A Division of Jalan Distributor Pvt Ltd)|U|1|2022-11-03|7318
217|NIJER SANGE DEKHA|Bengali|DIL/1/95/2022-KOL|0 days 01:43:03|Theatrical|Somnath Sen|-|U|1|2022-11-09|6183
218|ANUGAMAN|Bengali|DIL/1/94/2022-KOL|0 days 01:33:18|Theatrical|Monidwipa Bhattacharya|-|U|1|2022-11-09|5598
219|THE CONJURING|Bengali|VFL/2/372/2022-MUM|0 days 01:40:32|Video|Rob Cowan, Peter Safran, Tony DeRosa-Grund, Warner Bros|-|UA|1|2022-11-11|6032
220|OGO BIDESHINI|Bengali|DIL/1/96/2022-KOL|0 days 02:07:01|Theatrical|Hemant Agarwal|ESKAY MOVIES(A Division of Eskay Video Pvt. Ltd)|U|1|2022-11-14|7621
221|AKBAR BIRBAL MAUT KE MUNH SE WAPSI|Bengali|VIL/1/20/2022-KOL|0 days 01:12:27|Video|Raman Hirji Maroo|Shemaroo Entertainment Ltd|U|1|2022-11-16|4347
222|SAMPATTI SAMARPAN|Bengali|DIL/1/97/2022-KOL|0 days 01:30:44|Theatrical|Laboni Rana|-|U|1|2022-11-18|5444
223|TOKE CHARA BANCHBONA|Bengali|DIL/1/98/2022-KOL|0 days 01:58:17|Theatrical|Tapan Das|M/S. SURINDER FILMS PVT. LTD.|U|1|2022-11-21|7097
224|NEETISHASTRA|Bengali|DIL/2/38/2022-KOL|0 days 02:10:41|Theatrical|Premasis Mukherjee|Sondesh TV|UA|1|2022-11-22|7841
225|PROSENJIT WEDS RITUPARNA|Bengali|DIL/1/99/2022-KOL|0 days 02:04:02|Theatrical|Oindrila Sen|M/S. NEIDEA CREATIONS PVT. LTD.|U|1|2022-11-22|7442
226|AAHI - WHERE HEAVEN MEETS EARTH|Bengali|DIL/1/104/2022-KOL|0 days 01:26:02|Theatrical|Satyam Roychowdhury|THE SISTER NIVEDITA UNIVERSITY|U|1|2022-11-28|5162
227|MONIHAARAA|Bengali|DIL/1/103/2022-KOL|0 days 02:10:03|Theatrical|Ajay Agarwal|EASTRONICS INFO MEDIA PRIVATE LIMITED|U|1|2022-11-28|7803
228|SATVUT ADVUT|Bengali|DIL/1/102/2022-KOL|0 days 02:15:22|Theatrical|Arindam Chowdhury|ACCON PRITI CREATION LLP|U|1|2022-11-28|8122
229|SUBHO BIJOYA|Bengali|DIL/1/101/2022-KOL|0 days 02:20:57|Theatrical|Rohan Sen|M/S. KICHUKHAN ENTERTAINMENT PVT. LTD.|U|1|2022-11-28|8457
230|SANATANER KIRTI|Bengali|DIL/1/100/2022-KOL|0 days 02:08:01|Theatrical|Sanjoy Maity|SHIVAM MOVIES|U|1|2022-11-28|7681
231|KHELA JAWKHON|Bengali|DIL/2/39/2022-KOL|0 days 02:03:00|Theatrical|Debasish Sarkar|M/S. SVF ENTERTAINMENT PVT. LTD.|UA|1|2022-11-28|7380
232|HAAMI 2|Bengali|DIL/1/105/2022-KOL|0 days 02:20:15|Theatrical|Shiboprosad Mukherjee|Windows|U|1|2022-12-02|8415
233|ANANNYA SARADIYA|Bengali|DIL/2/40/2022-KOL|0 days 01:38:27|Theatrical|Abhishek Singh|M/S. SHAYBOTS ENTERTAINMENT PVT. LTD.|UA|1|2022-12-02|5907
234|AGNIMANTHAN.|Bengali|DIL/2/41/2022-KOL|0 days 02:14:11|Theatrical|Abhirup Roy|Royz Media and Entertainment|UA|1|2022-12-05|8051
235|BOUMA VILLAIN|Bengali|DIL/1/106/2022-KOL|0 days 01:58:53|Theatrical|Sayantan Ghosal|FOLLOW FOCUS FILMS|U|1|2022-12-08|7133
236|DAYBODHHA|Bengali|DIL/2/42/2022-KOL|0 days 01:37:25|Theatrical|Ashim Das|M/S. VISION PLUS FILM PRODUCTION|UA|1|2022-12-08|5845
237|GHAR ME RAM GALI ME SHAM|Bengali|VIL/2/509/2022-MUM|0 days 02:14:24|Video|Prasun Bholanath Banarjee|M/S PRASUN BANARJEE PRODUCTIONS|UA|1|2022-12-09|8064
238|BODYGUARD THE HERO|Bengali|VIL/2/508/2022-MUM|0 days 02:06:35|Video|A Seshan|Viacom18 Media Private Limited|UA|1|2022-12-09|7595
239|GHORE PHERAR GAAN|Bengali|DIL/2/44/2022-KOL|0 days 02:21:59|Theatrical|Hemant Agarwal|ESKAY MOVIES(A Division of Eskay Video Pvt. Ltd)|UA|1|2022-12-12|8519
240|RACE-THE POWER OF ENEMIES|Bengali|DIL/2/43/2022-KOL|0 days 02:18:57|Theatrical|Avijit Banik|-|UA|1|2022-12-12|8337
241|HAWA|Bengali|DFL/3/30/2022-MUM|0 days 02:13:17|Theatrical|SUN MUSIC AND MOTION PICTURES LTD.|-|A|1|2022-12-13|7997
242|BIBAHA BIBHRAT|Bengali|VIL/2/6/2022-KOL|0 days 02:23:57|Video|Sandeep Agarwala|Echo Entertainment Private Limited|UA|1|2022-12-14|8637
243|CLOUDY WITH A CHANCE OF MEATBALLS|Bengali|VFL/1/81/2022-MUM|0 days 01:26:58|Video|Pam Marsden, Sony Pictures USA|-|U|1|2022-12-15|5218
244|PASHBALISH|Bengali|DIL/1/107/2022-KOL|0 days 01:29:56|Theatrical|Bobby Mondal|-|U|1|2022-12-15|5396
245|KAKTARUAR MATH|Bengali|DIL/1/111/2022-KOL|0 days 01:43:57|Theatrical|Samir Das Bairagya|SBF ENTERTAINMENT|U|1|2022-12-16|6237
246|HATYAPURI|Bengali|DIL/1/109/2022-KOL|0 days 01:55:27|Theatrical|Sarathi Guha|Shadow Films|U|1|2022-12-16|6927
247|PROJAPATI|Bengali|DIL/1/108/2022-KOL|0 days 02:21:42|Theatrical|Soham Guha|M/S. BENGAL TALKIES U||1|2022-12-16|8502
248|FAKKAD|Bengali|DIL/2/45/2022-KOL|0 days 02:02:56|Theatrical|Hanufa Khatun|M/S. MITHI ENTERPRISES|UA|1|2022-12-22|7376
249|AARO EK PRITHIBI|Bengali|DIL/1/112/2022-KOL|0 days 02:02:19|Theatrical|Hemant Agarwal|ESKAY MOVIES(A Division of Eskay Video Pvt. Ltd)|U|1|2022-12-26|7339
250|PANTUA|Bengali|DIL/1/113/2022-KOL|0 days 01:45:21|Theatrical|Reshmi Banerjee|ARA'S VISION|U|1|2022-12-27|6321
251|MASTER ANSHUMAN|Bengali|DIL/1/114/2022-KOL|0 days 02:13:36|Theatrical|Sreeparna Mitra|M/S-Soundmotion Entertainment Pvt Ltd|U|1|2022-12-28|8016
252|HEMANTER APARANHA|Bengali|DIL/1/115/2022-KOL|0 days 01:50:29|Theatrical|Ashoke Viswanathan|-|U|1|2022-12-30|6629
253|KISHOLOYER GOLPO|Bengali|DIL/1/116/2022-KOL|0 days 01:45:36|Theatrical|Sandip Chakraborty|-|U|1|2022-12-31|6336
254|CURRENT THEEGA (HIGH VOLTAGE) (DON KI JUNG)|Bhojpuri|VIL/2/4/2022-MUM|0 days 02:11:09|Video|Shubham Gupta|ADITYA MOVIES & ENTERTAINMENTS (INDIA) LLP|UA|1|2022-01-05|7869
255|MERE PAPA KI SHADI ME JARUR AANA|Bhojpuri|DIL/2/2/2022-MUM|0 days 02:09:44|Theatrical|Chandresh Mehta|CHANDRAVARSHA ENTERTAINMENT PVT. LTD.|UA|1|2022-01-05|7784
256|EK CHHAILA CHH LAILA|Bhojpuri|DIL/2/4/2022-MUM|0 days 02:20:09|Theatrical|Rajnish Suresh Tyagi|RAJNISH FILM PRODUCTION|UA|1|2022-01-07|8409
257|AASHIQUI|Bhojpuri|DIL/2/5/2022-MUM|0 days 02:17:04|Theatrical|Pradeep Sharma|BABA MOTION PICTURES PVT. LTD.|UA|1|2022-01-07|8224
258|AAN BAN SHAN|Bhojpuri|DIL/2/9/2022-MUM|0 days 02:46:51|Theatrical|Vinod Gupta|M/s. AB 5 Multimedia|UA|1|2022-01-11|10011
259|DAND NAYAK|Bhojpuri|DIL/2/11/2022-MUM|0 days 02:09:54|Theatrical|Sachin Mishra|YASH KUMAR ENTERTAINMENT|UA|1|2022-01-12|7794
260|HATHKADI 2|Bhojpuri|VIL/2/17/2022-MUM|0 days 02:11:36|Video|Rekha Sinha|HAR HAR MAHADEO ENTERTAINMENT|UA|1|2022-01-13|7896
261|JAAN TERE NAAM 2|Bhojpuri|DIL/2/13/2022-MUM|0 days 02:15:23|Theatrical|Sonalal Nagendra Sharma|CHAMPARAN MOVIES|UA|1|2022-01-13|8123
262|MUTHU – HUM HAIN MAHARAJA|Bhojpuri|VIL/1/2/2022-MUM|0 days 02:14:06|Video|Aneesh Arjun Dev|WIDE ANGLE MEDIA|U|1|2022-01-14|8046
263|HERO HAWLDAR|Bhojpuri|VIL/2/32/2022-MUM|0 days 01:50:06|Video|Baljeet Kumar|M/s.SURYAKOTI MEDIA PVT.LTD|UA|1|2022-01-21|6606
264|MAI KE PYAR|Bhojpuri|DIL/2/21/2022-MUM|0 days 02:19:04|Theatrical|Jagannath Pradhan|CHANDRIKA CINE EQUIPMENT|UA|1|2022-01-27|8344
265|RAMPYAARI - (MERE MANN KO SAATHI). DUB|Bhojpuri|VFL/2/15/2022-MUM|0 days 02:10:04|Video|RAJESH SHAHI. M/s NEW VENUS PVT.LTD.|-|UA|1|2022-01-28|7804
266|LOVE VIVAH.COM|Bhojpuri|DIL/2/23/2022-MUM|0 days 02:35:59|Theatrical|Pratik Pradeep Singh|WORLD WIDE FILM PRODUCTIONS|UA|1|2022-01-28|9359
267|MATI HAMAR MAI|Bhojpuri|DIL/2/25/2022-MUM|0 days 02:37:03|Theatrical|Ganesh Thakur|SHRI BAANKE BIHARI FILMS AND ENTERTAINMENT|UA|1|2022-02-01|9423
268|JURM KI DUNIYA|Bhojpuri|DIL/2/26/2022-MUM|0 days 01:43:37|Theatrical|Akhila Nand|ADARSH FILM VISION|UA|1|2022-02-02|6217
269|BADLE KI JWALAMUKHI|Bhojpuri|DIL/2/27/2022-MUM|0 days 02:13:54|Theatrical|Prasun Bholanath Banarjee|M/S PRASUN BANARJEE PRODUCTIONS|UA|1|2022-02-02|8034
270|JAAN|Bhojpuri|DIL/2/30/2022-MUM|0 days 02:21:48|Theatrical|Raj Jaiswal|DRJ FILMS PVT. LTD.|UA|1|2022-02-03|8508
271|VILLAIN EK PREM KAHANI|Bhojpuri|VIL/2/52/2022-MUM|0 days 02:31:26|Video|Suneel Kumar|VIJAY LAXMI INTERNATIONAL|UA|1|2022-02-03|9086
272|KAHIYA HOI HAMRA MANGAL PHERA|Bhojpuri|DIL/2/34/2022-MUM|0 days 02:11:24|Theatrical|Gopal Bhandeshwari Singh|India E-Commerce Ltd|UA|1|2022-02-04|7884
273|DHAN KA CHAKKAR|Bhojpuri|DIL/2/37/2022-MUM|0 days 01:40:57|Theatrical|Sathyanarayanan Ramachandran|Storytellers|UA|1|2022-02-08|6057
274|LOVE YOU RANI.|Bhojpuri|VIL/2/64/2022-MUM|0 days 01:52:05|Video|Baldev Tinkouri Prasad|JAI HO PRODUCTION|UA|1|2022-02-11|6725
275|"""MILAN"""|Bhojpuri|DIL/2/47/2022-MUM|0 days 02:08:48|Theatrical|Gopal Singh|LADDU GOPAL ENTERTAINMENT|UA|1|2022-02-11|7728
276|SAIYAN MILAL BA 420|Bhojpuri|DIL/1/7/2022-MUM|0 days 02:13:16|Theatrical|Anil Kamal|M/s.Parmeshwar Films|U|1|2022-02-16|7996
277|VENOM LET THERE BE CARNAGE|Bhojpuri|VFL/2/55/2022-MUM|0 days 01:37:02|Video|TOM HARDY,KELYY MARCEL,SONY PICTURES USA|-|UA|1|2022-02-17|5822
278|AWARAPAN|Bhojpuri|DIL/2/54/2022-MUM|0 days 01:57:59|Theatrical|Atul Kumar Mishra|BLUE HAWK ENTERTAINMENT|UA|1|2022-02-18|7079
279|KAHANI|Bhojpuri|DIL/2/55/2022-MUM|0 days 02:06:55|Theatrical|Sushama Shivram Shiromanee|SHIROMANEE CHITRA|UA|1|2022-02-18|7615
280|JAY SHAMBHO|Bhojpuri|DIL/2/61/2022-MUM|0 days 02:19:55|Theatrical|Sonu Hari Khatri|PASHUPATINATH PRODUCTIONS|UA|1|2022-02-21|8395
281|BOSS|Bhojpuri|VIL/2/80/2022-MUM|0 days 02:05:41|Video|Prem Shankar Rai|SHREYASH FILMS PVT. LTD.|UA|1|2022-02-23|7541
282|DIL FASAL TOHAR DUPATTA MEIN|Bhojpuri|DIL/2/62/2022-MUM|0 days 02:15:01|Theatrical|Vinod Bhist|M/s. Flying Saucer Entertainment Pvt. Ltd.|UA|1|2022-02-23|8101
283|KUMBH NIVAS|Bhojpuri|DIL/2/68/2022-MUM|0 days 02:16:12|Theatrical|Vandana Srivastava|PRAGYA FILMS CREATION|UA|1|2022-03-01|8172
284|DILDAAR SE DIL LAAGAL|Bhojpuri|DIL/2/69/2022-MUM|0 days 02:27:15|Theatrical|Gaurav Kumar|SANSKRITI FILMS CREATION|UA|1|2022-03-01|8835
285|PREM KI SAUGANDH|Bhojpuri|DIL/2/70/2022-MUM|0 days 02:20:21|Theatrical|Gitanjali Pradeep Kumar|DRS AND GITANJALI FILM PRODUCTION PVT. LTD.|UA|1|2022-03-03|8421
286|GAURI|Bhojpuri|DIL/2/71/2022-MUM|0 days 02:10:53|Theatrical|Ratnakar Kumar|WORLDWIDE RECORDS LTD.|UA|1|2022-03-03|7853
287|PAN KHAYE SAIYA HAMAR HO|Bhojpuri|DIL/3/5/2022-MUM|0 days 02:21:04|Theatrical|Neha Singh|NEHA SHREE ENTERTAINMENT|A|1|2022-03-03|8464
288|SASURA BADA SATAWELA|Bhojpuri|DIL/2/72/2022-MUM|0 days 02:24:00|Theatrical|Rajkumar R Pandey|SAI DEEP FILMS|UA|1|2022-03-03|8640
289|13 KE TILAK 16 KE SHADI|Bhojpuri|DIL/3/6/2022-MUM|0 days 02:01:01|Theatrical|Sanjay Ramashish Singh|SANJAY R. SINGH ENTERTAINMENT|A|1|2022-03-03|7261
290|HUM SURYAVANSHAM HAIN|Bhojpuri|DIL/2/75/2022-MUM|0 days 02:30:15|Theatrical|Shreekumar Pandey|M/s. RUDRA K. R. FILMS|UA|1|2022-03-07|9015
291|PATI PATNI AUR BHOOTNI|Bhojpuri|DIL/1/18/2022-MUM|0 days 02:05:01|Theatrical|Ved Prakash Tiwari|M/s.MAA SHANTI MOTION PICTURES|U|1|2022-03-10|7501
292|TAQRAR|Bhojpuri|DIL/2/82/2022-MUM|0 days 02:01:24|Theatrical|Shivkesh Jagdish Agrahari|JIYA JAGAT JANANI FILMS|UA|1|2022-03-10|7284
293|BALMA BANARASWALA|Bhojpuri|DIL/2/80/2022-MUM|0 days 01:45:32|Theatrical|Sanjay Ramashish Singh|M/s. SANJAY R. SINGH ENTERTAINMENT|UA|1|2022-03-10|6332
294|MEERA KA MOHAN|Bhojpuri|DIL/2/85/2022-MUM|0 days 02:25:33|Theatrical|SANJAY DATTARAM KANDE|B4U BROADBAND (I) PVT LTD|UA|1|2022-03-14|8733
295|HERO TEMPOWALA|Bhojpuri|VIL/2/119/2022-MUM|0 days 02:06:58|Video|Dilip Kumar Yadav|M/s Rishab Raj Entertainment|UA|1|2022-03-15|7618
296|JHULA|Bhojpuri|DIL/2/87/2022-MUM|0 days 02:11:01|Theatrical|Dhirendra Kumar Jha|MADHU MANJUL ARTS UA||1|2022-03-15|7861
297|PREM QAIDI|Bhojpuri|DIL/2/90/2022-MUM|0 days 01:50:01|Theatrical|Vijay Kumar Yaday|SAANWAREY FILMS|UA|1|2022-03-16|6601
298|MAI TERE KABIL|Bhojpuri|DIL/2/93/2022-MUM|0 days 02:14:02|Theatrical|Dhirendra Kumar Jha|MADHU MANJUL ARTS UA||1|2022-03-16|8042
299|NAYA VIVAH|Bhojpuri|DIL/1/20/2022-MUM|0 days 02:31:36|Theatrical|SANJAY DATTARAM KANDE|B4U BROADBAND (I) PVT LTD|U|1|2022-03-22|9096
300|DIL TUJHKO PUKARE|Bhojpuri|DIL/2/94/2022-MUM|0 days 02:28:05|Theatrical|Shyam Sundar Paswan|SHYAM FILMS ENTERTAINMENT|UA|1|2022-03-22|8885
301|JIYA BEKARAR BA|Bhojpuri|DIL/2/97/2022-MUM|0 days 02:43:12|Theatrical|Babubhai Thiba|I CAN ENTERTAINMENT|UA|1|2022-03-24|9792
302|BHAINI BEDARDI TERE PYAR ME|Bhojpuri|DIL/2/101/2022-MUM|0 days 01:53:48|Theatrical|Jneelam Vasisht|DREAM WEAVERS|UA|1|2022-03-28|6828
