|title|language|certificate_no|certified_duration|type_of_film|producer_name|production_house|certificate_type|format|certificate_date|duration_in_seconds
1035|RAMABANAM|Hindi|DIL/2/224/2023-MUM|0 days 02:22:26|Theatrical|Kuchibhotla Subrahmanya Vivekananda|PEOPLE MEDIA FACTORY LLP|UA|1|2023-05-04|8546
1036|HUME TOH LOOT LIYA|Hindi|VIL/2/141/2023-MUM|0 days 02:18:13|Video|Sidhant Thakur|TORONTO MEDIA PVT. LTD.|UA|1|2023-05-04|8293
1037|CATCH THE DRAGON|Hindi|VFL/2/72/2023-MUM|0 days 01:12:44|Video|BEIJING RELIABLE MEDIA CO., LTD|-|UA|1|2023-05-04|4364
1038|VEERAM|Hindi|VIL/2/143/2023-MUM|0 days 02:41:18|Video|Shashidhara K M|SHASHIDHAR STUDIOS PRODUCTION|UA|1|2023-05-04|9678
1039|MARDINI|Hindi|VIL/2/144/2023-MUM|0 days 01:51:08|Video|Bharathi Jagadish|ANKITH FILMS|UA|1|2023-05-04|6668
1040|KRISHNA TALKIES|Hindi|VIL/2/145/2023-MUM|0 days 02:16:36|Video|Govindaraju A H|M/S GOKULA ENTERTAINERS|UA|1|2023-05-04|8196
1041|GAALODU|Hindi|VIL/2/146/2023-MUM|0 days 02:03:32|Video|Rajashekar Reddy Pulicharla|SAMSKRUTHI FILMS|UA|1|2023-05-04|7412
1042|SEVEN SWORDS|Hindi|VFL/2/75/2023-MUM|0 days 01:19:06|Video|Beijing Wei Zhen Guo Ji Cultural Ltd|-|UA|1|2023-05-04|4746
1043|SIGHTINGS (DUBBED)|Hindi|VFL/2/76/2023-MUM|0 days 01:30:52|Video|Dallas Morgan, Tahlia Morgan, HIGHOCTANE PICTURES|-|UA|1|2023-05-04|5452
1044|IB71|Hindi|DIL/2/226/2023-MUM|0 days 01:59:37|Theatrical|Vidyut Lallsingh Jamwal|kalari action hero films pvt. ltd.|UA|1|2023-05-04|7177
1045|NEZHA|Hindi|VFL/2/77/2023-MUM|0 days 01:17:58|Video|BEIJING WEI ZHEN GUO JI CULTURAL LTD|-|UA|1|2023-05-04|4678
1046|TEEN DO PAANCH|Hindi|DIL/2/230/2023-MUM|0 days 01:48:03|Theatrical|Faqhrul Hasan Husaini|Smiley films|UA|1|2023-05-08|6483
1047|AAZAM|Hindi|DIL/2/227/2023-MUM|0 days 02:08:00|Theatrical|Tushar Bhikhubhai Patel|BMX MOTION PICTURES PRIVATE LIMITED|UA|1|2023-05-08|7680
1048|SUKHEE|Hindi|DIL/2/228/2023-MUM|0 days 02:21:22|Theatrical|Bhushan Dua|Super Cassettes Industries Pvt Ltd|UA|1|2023-05-08|8482
1049|JOGIRA SARA RA RA|Hindi|DIL/2/229/2023-MUM|0 days 02:01:23|Theatrical|Naeem Ahmed Siddiqui|TOUCHWOOD MULTIMEDIA CREATIONS|UA|1|2023-05-08|7283
1050|8 AM METRO|Hindi|DIL/1/44/2023-MUM|0 days 01:56:07|Theatrical|Rachakonda Vijay Laxmi|STUDIO 99 CREATIONS|U|1|2023-05-08|6967
1051|PATHUTHALA|Hindi|VIL/2/149/2023-MUM|0 days 02:32:05|Video|Ke Gnanavelraja|STUDIOGREEN FILMS PRIVATE LIMITED|UA|1|2023-05-08|9125
1052|FARHANA|Hindi|DIL/2/233/2023-MUM|0 days 02:21:05|Theatrical|Prabhu Sundakkampalayam Ramasamy|Dream Warrior Pictures|UA|1|2023-05-09|8465
1053|AB DILLI DUR NAHIN|Hindi|DIL/1/46/2023-MUM|0 days 01:35:41|Theatrical|Vinay Bhardwaj|Shining Sun Studios|U|1|2023-05-09|5741
1054|LOOK WHOS TALKING NOW|Hindi|VFL/2/78/2023-MUM|0 days 01:32:00|Video|Jonathan D. Krane, Sony Pictures USA|-|UA|1|2023-05-09|5520
1055|IP MAN - THE AWAKENING|Hindi|VFL/2/79/2023-MUM|0 days 01:17:09|Video|IQIYI INTERNATIONAL SINGAPORE PTE. LTD|-|UA|1|2023-05-09|4629
1056|UDDISHYA|Hindi|VIL/2/150/2023-MUM|0 days 01:57:02|Video|K Hemanth Gowda|M/S CHERSONESE ENTERTAINMENT|UA|1|2023-05-09|7022
1057|KUMARI JILLE KE THUGS ( HINDI- DUBBED)|Hindi|DIL/2/236/2023-MUM|0 days 02:02:31|Theatrical|Mumthas M|HR PICTURES|UA|1|2023-05-09|7351
1058|ASTERIX AUR OBELIX CHALE RAJKUMARI KO BACHANE|Hindi|DFL/2/51/2023-MUM|0 days 01:53:15|Theatrical|PATHE FILMS S.A.S|-|UA|1|2023-05-09|6795
1059|SHE WANG AKA KING OF SNAKE|Hindi|VFL/2/80/2023-MUM|0 days 01:28:26|Video|Xiang Bros Studios|-|UA|1|2023-05-09|5306
1060|TRIAL PERIOD|Hindi|DIL/2/237/2023-MUM|0 days 02:11:00|Theatrical|Hemant Bhandari|CHROME PICTURES MEDIA LLP|UA|1|2023-05-10|7860
1061|TOP GEAR|Hindi|DIL/2/241/2023-MUM|0 days 02:01:00|Theatrical|Kalakonda Vumma Sridharreddy|SRI DHANALAKSHMI PRODUCTIONS|UA|1|2023-05-10|7260
1062|WOMB - WOMEN OF MY BILLION|HINDI PARTLY ENGLISH|VIL/2/151/2023-MUM|0 days 01:37:34|Video|Monisha Thyagarajan|AWEDACIOUS ORIGINALS LLP|UA|1|2023-05-10|5854
1063|RESTART THE EARTH|Hindi|VFL/2/81/2023-MUM|0 days 01:30:18|Video|IQIYI INTERNATIONAL|-|UA|1|2023-05-11|5418
1064|OUIJA SEANCE THE FINAL GAME (DUBBED)|Hindi|VFL/2/82/2023-MUM|0 days 01:23:42|Video|HIGHOCTANE PICTURES|-|UA|1|2023-05-11|5022
1065|THE HUNGOVER GAMES|Hindi|VFL/2/83/2023-MUM|0 days 01:12:43|Video|Jim Busfield, Ben Feingold, Jamie Kennedy, Sony pictures USA|-|UA|1|2023-05-11|4363
1066|STATE OF SIEGE - TEMPLE ATTACK.|Hindi|VIL/2/153/2023-MUM|0 days 01:46:02|Video|Adesh Kumar Sharma|Zee Entertainment Enterprises Limited|UA|1|2023-05-12|6362
1067|CHILLAR GANG|Hindi|DIL/2/242/2023-MUM|0 days 01:35:23|Theatrical|Droan Ram Narayan|DMW CREATOR|UA|1|2023-05-12|5723
1068|ADBHUT|Hindi|VIL/2/154/2023-MUM|0 days 01:58:00|Video|Tirthraj Tiwari|SONY PICTURES FILMS INDIA PRIVATE LIMITED|UA|1|2023-05-12|7080
1069|GEETA EK PREM KAHANI|Hindi|DIL/2/244/2023-MUM|0 days 01:38:47|Theatrical|Shyam Sharma|M/S. MAHADEV MOVIE ENTERTAINMENT|UA|1|2023-05-12|5927
1070|HOLIDAY MONDAY (DUBBED)|Hindi|VFL/2/84/2023-MUM|0 days 01:36:41|Video|HIGH OCTANE PICTURES, LLC|-|UA|1|2023-05-12|5801
1071|CHITTEMAN SUPERHUMAN|Hindi|VIL/2/155/2023-MUM|0 days 02:03:49|Video|Narasimha Swamy Hp|S L N PRODUCTIONS|UA|1|2023-05-12|7429
1072|BOO|Hindi|VIL/2/156/2023-MUM|0 days 01:35:52|Video|Ramanjaneyulu Javvaji|Sarvanthram Creations|UA|1|2023-05-12|5752
1073|BULLET TRAIN|Hindi|VFL/2/86/2023-MUM|0 days 01:59:32|Video|Kelly McCormick ,David Leitch,Sony Pictures USA|-|UA|1|2023-05-12|7172
1074|CHAAR LUGAAI|Hindi|DIL/3/34/2023-MUM|0 days 02:23:48|Theatrical|Ashok Kumar Sharma|STRIPES ENTERTAINMENT LLP|A|1|2023-05-15|8628
1075|KHATARNAK TAXIWAALA|Hindi|DIL/2/247/2023-MUM|0 days 02:10:02|Theatrical|Kodi Divya Deepthi|KODI DIVYAA ENTERTAINMENTS|UA|1|2023-05-15|7802
1076|LILY|Hindi|DIL/1/48/2023-MUM|0 days 02:03:26|Theatrical|Kamadari Babu Reddy|GOPURAM STUDIOS|U|1|2023-05-15|7406
1077|ATHMAKURU GHADEE|Hindi|VIL/2/158/2023-MUM|0 days 01:48:16|Video|Varun Daggubati|-|UA|1|2023-05-15|6496
1078|VICTORY|Hindi|VIL/1/26/2023-MUM|0 days 02:19:01|Video|Kudaravalli Sri Ramarao|CREATIVE COMMERCIALS|U|1|2023-05-15|8341
1079|SUTA SUBHADRA|Hindi|DIL/1/36/2023-KOL|0 days 02:50:00|Theatrical|Umesh Prasad Sharma|Vinayak Uma Umesh Entertainment|U|1|2023-05-16|10200
1080|THE RECEPTIONIST|Hindi|DIL/3/35/2023-MUM|0 days 01:58:18|Theatrical|Atulhirji Maru|CANOPY ENTERTAINMENT PVT. LTD.|A|1|2023-05-16|7098
1081|DADA THE APPA|Hindi|VIL/1/27/2023-MUM|0 days 02:10:47|Video|Ambethkumar Shanmugam|OLYMPIA MOVIES|U|1|2023-05-16|7847
1082|ANAGANAGA O RANGAMAHAL|Hindi|VIL/2/159/2023-MUM|0 days 01:38:42|Video|Tiriveedhi Venkata Rangasaisetty|SAI GANESH MOVIES|UA|1|2023-05-16|5922
1083|LAVASTE|Hindi|DIL/2/251/2023-MUM|0 days 01:55:03|Theatrical|Aditya Verma|M/S. ADIV PRODUCTIONS PVT LTD|UA|1|2023-05-17|6903
1084|D3|Hindi|VIL/2/160/2023-MUM|0 days 01:58:43|Video|Manoj Sivaramasubramanian|BMASS ENTERTAINMENT|UA|1|2023-05-17|7123
1085|I LOVE YOU|Hindi|DIL/2/254/2023-MUM|0 days 01:41:18|Theatrical|Sunir Kheterpal|ATHENA ENTERTAINMENT|UA|1|2023-05-17|6078
1086|18 PAGES|Hindi|DIL/2/255/2023-MUM|0 days 02:17:00|Theatrical|Gavara Udaya Srinivasu|GA2 PICTURES LLP|UA|1|2023-05-17|8220
1087|OPERATION MAYFAIR.|Hindi|VIL/2/161/2023-MUM|0 days 01:50:45|Video|Bhushan Dua|Super Cassettes Industries Pvt Ltd|UA|1|2023-05-17|6645
1088|FAST X|Hindi|DFL/2/57/2023-MUM|0 days 02:22:36|Theatrical|NEAL H. MORITZ, VIN DIESEL, JUSTIN LIN, JEFF KIRSCHENBAUM, SAMANTHA VINCENT, UNIVERSAL STUDIOS.|-|UA|1|2023-05-17|8556
1089|DETECTIVE DI SKELETON GENERAL|Hindi|VFL/2/89/2023-MUM|0 days 01:17:36|Video|BEIJING WEI ZHEO JI CULTURAL LTD|-|UA|1|2023-05-18|4656
1090|1920 HORRORS OF THE HEART|Hindi|DIL/3/36/2023-MUM|0 days 02:02:53|Theatrical|Vikram Pravin Bhatt|HARE KRISHNA MEDIA TECH PRIVATE LIMITED|A|1|2023-05-18|7373
1091|BAKASURAN|Hindi|VIL/2/165/2023-MUM|0 days 02:33:16|Video|Mohan Gunasekaran|G.M.FILM CORPORATION|UA|1|2023-05-18|9196
1092|SWAJAN|Hindi|VIL/1/28/2023-MUM|0 days 02:11:00|Video|Hansitha Velamakucha|DILRAJU PRODUCTIONS LLP|U|1|2023-05-18|7860
1093|AUHAAM|Hindi|DIL/1/16/2023-DEL|0 days 02:22:29|Theatrical|Richa Gupta|Richa Gupta Films|U|1|2023-05-19|8549
1094|PAGAN WARRIOR (DUBBED)|Hindi|VFL/2/90/2023-MUM|0 days 01:21:31|Video|ITN Distributors, Inc.|-|UA|1|2023-05-19|4891
1095|HIT (THE SECOND CASE)|Hindi|VIL/2/167/2023-MUM|0 days 02:00:00|Video|Ghanta Naveen Babu|WALL POSTER CINEMA|UA|1|2023-05-19|7200
1096|ZARA HATKE ZARA BACHKE|Hindi|DIL/2/261/2023-MUM|0 days 02:12:00|Theatrical|Poonam Shivdasani|Maddock Films|UA|1|2023-05-22|7920
1097|CHAL ZINDAGI|Hindi|DIL/2/264/2023-MUM|0 days 02:10:18|Theatrical|Vivek Sitaram Sharma|VIVAAN FILMZ PRODUCTION|UA|1|2023-05-22|7818
1098|KUNLUN BATTLE|Hindi|VFL/2/93/2023-MUM|0 days 01:23:56|Video|HANGZHOU SHUQIN CULTURE COMMUNICATION CO.LTD|-|UA|1|2023-05-22|5036
1099|MR. PK MR. LELE|Hindi|VIL/2/170/2023-MUM|0 days 01:35:01|Video|Arvindshing A Sohal|mumbai talkies company|UA|1|2023-05-22|5701
1100|KAASH SOCH LETI EK BAAR|Hindi|DIL/2/266/2023-MUM|0 days 02:13:26|Theatrical|Rahul Jain|RMJ MEDIA VENTURE PVT. LTD.|UA|1|2023-05-22|8006
1101|LIFE STYLE|Hindi|VIL/2/171/2023-MUM|0 days 01:51:52|Video|Kalakonda Narasimha|KALAKONDA FILMS|UA|1|2023-05-22|6712
1102|2018-EVERYONE IS A HERO|Hindi|DIL/2/269/2023-MUM|0 days 02:30:00|Theatrical|Kunnappilly Venu Padmanabhan|KAVYA FILM COMPANY|UA|1|2023-05-24|9000
1103|PLAN B|Hindi|VIL/2/173/2023-MUM|0 days 01:59:19|Video|Venkateshwer Rao Adduri|AVR MOVIE WONDERS|UA|1|2023-05-25|7159
1104|SIRF MONEY|Hindi|DIL/2/271/2023-MUM|0 days 02:22:09|Theatrical|Satyavan Chandrakant Naik|M/s OMKAR FILM ENTERTAINMENT HOUSE|UA|1|2023-05-25|8529
1105|ELVES (DUBBED)|Hindi|VFL/3/1/2023-MUM|0 days 01:18:13|Video|Khu, Tristan Price, Uncorkd Entertainment|-|A|1|2023-05-25|4693
1106|TERROR TALES (DUBBED)|Hindi|VFL/2/95/2023-MUM|0 days 01:56:34|Video|HIGHOCTANE PICTURES, LLC|-|UA|1|2023-05-25|6994
1107|I LOVE YOU|Hindi|VIL/2/174/2023-MUM|0 days 01:35:02|Video|Sunir Kheterpal|ATHENA ENTERTAINMENT|UA|1|2023-05-26|5702
1108|SPIDERMAN ACROSS THE SPIDER VERSE|Hindi|DFL/2/62/2023-MUM|0 days 02:20:11|Theatrical|Avi Arad, Phil Lord, Sony Pictures USA|-|UA|1|2023-05-29|8411
1109|MAHARAJ|Hindi|DIL/2/274/2023-MUM|0 days 02:12:08|Theatrical|Aditya Chopra|Yash Raj Films Pvt. Ltd.|UA|1|2023-05-29|7928
1110|WAR FLOWER (DUBBED)|Hindi|VFL/2/97/2023-MUM|0 days 01:37:47|Video|JIMMY LIFTON, SERGE RODUNUNSKY, Entertainment 7 Inc|-|UA|1|2023-05-30|5867
1111|SINIOLCHU|Hindi|DIL/1/43/2023-KOL|0 days 01:16:43|Theatrical|Kan Singh Sodha|KSS PRODUCTIONS AND ENTERTAINMENT PVT. LTD.|U|1|2023-06-01|4603
1112|DHOOM DHAAM|Hindi|DIL/2/277/2023-MUM|0 days 01:50:38|Theatrical|Dipti Kotak|JIO STUDIOS|UA|1|2023-06-01|6638
1113|SIRF EK BANDAA KAAFI HAIN|Hindi|DIL/2/279/2023-MUM|0 days 02:12:05|Theatrical|Vinod Pradhan Bhanushali|BHANUSHALI STUDIOS LTD.|UA|1|2023-06-01|7925
1114|HIGHWAY|Hindi|VIL/2/178/2023-MUM|0 days 02:03:19|Video|Venkata Subbarayudu Talari|SREE ISWARYA LAKSHMI MOVIES|UA|1|2023-06-01|7399
1115|SHAADI KA GOLMAAL|Hindi|VIL/1/31/2023-MUM|0 days 02:22:26|Video|Kanuri Leela Damodarprasad|SRI RANJITH MOVIES|U|1|2023-06-01|8546
1116|LOVE STORY DEEWANO KI|Hindi|DIL/2/280/2023-MUM|0 days 02:17:11|Theatrical|Govind R Bansal|SRG FILMS INTERNATIONAL|UA|1|2023-06-02|8231
1117|DON’T SPEAK (DUBBED)|Hindi|VFL/2/99/2023-MUM|0 days 01:18:29|Video|Scott Jeffrey, Rebecca Matthews, Uncorkd Entertainment|-|UA|1|2023-06-02|4709
1118|HUNT|Hindi|VIL/2/179/2023-MUM|0 days 02:11:57|Video|V Anandaprasad|Bhavya Creations|UA|1|2023-06-02|7917
1119|THE LIPSTICK BOY|Hindi|VIL/2/182/2023-MUM|0 days 02:12:19|Video|Nikunj Shekhar|M/s.SAND FILMS|UA|1|2023-06-02|7939
1120|PHULRANI|Hindi|VIL/2/183/2023-MUM|0 days 02:21:03|Video|Vishwas Joshi|FINCRAFT MEDIA AND ENTERTAINMENT PVT LTD|UA|1|2023-06-02|8463
1121|CRAZY 4 DANCE|Hindi|DIL/1/17/2023-DEL|0 days 02:08:04|Theatrical|Pravin Pravin|BOBY MOVIE ENTERTAINMENT|U|1|2023-06-05|7684
1122|CRAZY FELLOW|Hindi|VIL/2/185/2023-MUM|0 days 02:25:01|Video|Kesanapalli Koteswara Radhamohan|SRI SATHYA SAI ARTS|UA|1|2023-06-05|8701
1123|GADAYUDDHA|Hindi|DIL/2/283/2023-MUM|0 days 02:33:04|Theatrical|Nitin Shirgurkar|NITIN SHIRGURKAR FILMS|UA|1|2023-06-05|9184
1124|U - TURN|Hindi|VIL/2/186/2023-MUM|0 days 01:38:25|Video|Manohar Pandya|BALAJI TELEFILMS LIMITED|UA|1|2023-06-05|5905
1125|THE NEXT MORNING|Hindi|DIL/1/44/2023-KOL|0 days 01:53:01|Theatrical|Senthilkumar Alamuthu|sk studio productions|U|1|2023-06-06|6781
1126|NAAGMATI|Hindi|DIL/2/285/2023-MUM|0 days 02:02:32|Theatrical|Palanivel Indranivaidhy|Vaithiyanathan Film Garden|UA|1|2023-06-06|7352
1127|CHARMS BOND|Hindi|VIL/2/187/2023-MUM|0 days 01:43:44|Video|Rajmohan Ramanathan|Masala Pix|UA|1|2023-06-06|6224
1128|TRANSFORMERS: RISE OF THE BEASTS|Hindi|DFL/2/76/2023-MUM|0 days 02:08:38|Theatrical|Michael Bay / Tom DeSanto / Lorenzo di Bonaventura/ Paramount Pictures|-|UA|1|2023-06-07|7718
1129|OKA CHINNA VIRAMAM – KAALI RAAT|Hindi|VIL/2/192/2023-MUM|0 days 01:38:00|Video|Cheguri Sundeep|M/S MOONWALK ENTERTAINMENTS|UA|1|2023-06-07|5880
1130|ADIPURUSH|Hindi|DIL/1/55/2023-MUM|0 days 02:59:00|Theatrical|Bhushan Dua|Super Cassettes Industries Pvt Ltd|U|1|2023-06-08|10740
1131|"""HAME KOI KHOONI JUNGLE SE BACHAO"""|Hindi|DIL/3/38/2023-MUM|0 days 02:00:34|Theatrical|Ajabbar Asattar Murshad|M/s. MEHBOOB FILMS ENTERTAINMENT|A|1|2023-06-08|7234
1132|THE HURT LOCKER (HINDI DUB).|Hindi|VFL/2/100/2023-MUM|0 days 02:04:56|Video|Kathryn Bigelow / Mark Boal / Nicolas Chartier / Gem Entertainment Kft|-|UA|1|2023-06-08|7496
1133|MOUNIKA|Hindi|VIL/2/193/2023-MUM|0 days 01:42:19|Video|Sampathkumar Vaiyapuri|SREE VAARI MOVIE MAKERS|UA|1|2023-06-08|6139
1134|SIYA|Hindi|VIL/2/196/2023-MUM|0 days 01:51:01|Video|Rakesh Totla|Drishyam Films|UA|1|2023-06-09|6661
1135|RAKSHAKA BHATUDU|Hindi|VIL/2/197/2023-MUM|0 days 02:05:36|Video|ATTARI GURURAJ|SUKHIBHAVA MOVIES|UA|1|2023-06-09|7536
1136|TEDHI MEDHI KAHANIYAAN|Hindi|VIL/2/198/2023-MUM|0 days 01:38:26|Video|Atulhirji Maru|CANOPY ENTERTAINMENT PVT. LTD.|UA|1|2023-06-12|5906
1137|SATYAPREM KI KATHA|Hindi|DIL/2/294/2023-MUM|0 days 02:26:02|Theatrical|Sajid Suleman Nadiadwala|NADIADWALA GRANDSON ENTERTAINMENT PVT. LTD.|UA|1|2023-06-13|8762
1138|MIRASI ( UNRECOGNISED ARTIST )|Hindi|DIL/2/27/2023-KOL|0 days 01:39:03|Theatrical|Santosh Chandra Paul|-|UA|1|2023-06-14|5943
1139|WEEKEND|Hindi|VIL/2/201/2023-MUM|0 days 01:59:11|Video|Manjunatha D|M/S MAYURA MOTION PICTURES|UA|1|2023-06-14|7151
1140|AAG HAI DIL MAIN|Hindi|VIL/2/202/2023-MUM|0 days 02:49:08|Video|Ishari K Ganesh|M/S VELS FILM INTERNATIONAL|UA|1|2023-06-14|10148
1141|THE FLASH|Hindi|DFL/2/80/2023-MUM|0 days 02:25:11|Theatrical|BARBARA MUSCHIETTI, MICHAEL DISCO, WARNER BROS. PICTURES|-|UA|1|2023-06-14|8711
1142|JESSIE|Hindi|VIL/2/206/2023-MUM|0 days 01:38:31|Video|Shweta Singh|EKAA ART PRODUCTIONS PRIVATE LIMITED|UA|1|2023-06-14|5911
1143|PANCH KRITI FIVE ELEMENTS|Hindi|DIL/2/298/2023-MUM|0 days 02:03:52|Theatrical|Haripriya Bhargav|UBON VISION PVT. LTD.|UA|1|2023-06-15|7432
1144|MONSTERS UNIVERSITY|Hindi|VFL/1/13/2023-MUM|0 days 01:39:43|Video|Kori Rae , Walt Disney Pictures|-|U|1|2023-06-15|5983
1145|THE FIGHTER SUMAN|Hindi|DIL/2/302/2023-MUM|0 days 02:07:26|Theatrical|Ravi M Mahadevaiah|M/s M.M.R Movies Creations|UA|1|2023-06-16|7646
1146|AFWAAH|Hindi|VIL/2/208/2023-MUM|0 days 02:04:41|Video|Anubhav P Sinha|Benaras mediaworks Pvt Ltd|UA|1|2023-06-16|7481
1147|TWELVE HOURS|Hindi|DIL/2/303/2023-MUM|0 days 01:56:48|Theatrical|Arun Yamaji Khandagle|CIVILITY FILM ENTERTAINMENT|UA|1|2023-06-16|7008
1148|LOVE BONDA|Hindi|VIL/1/33/2023-MUM|0 days 02:33:52|Video|Rajesh R|DOUBLE ENGINE PRODUCTIONS|U|1|2023-06-16|9232
1149|SAMAYADA HINDE SAVARI|Hindi|VIL/2/211/2023-MUM|0 days 01:59:46|Video|Rahul Bhanuprakash Hegde|M/s. BUNT LION FILMS INTERNATIONAL|UA|1|2023-06-19|7186
1150|NAA LOVE STORY|Hindi|VIL/2/212/2023-MUM|0 days 01:58:11|Video|Guttikonda Lakshmi|ASWINI CREATIONS|UA|1|2023-06-19|7091
1151|"""SHUBH SHUBH SHAGUN MILE"""|Hindi|VIL/1/34/2023-MUM|0 days 02:26:28|Video|Ch Seshupriyanka|SWAPNA CINEMA|U|1|2023-06-19|8788
1152|C/O. GODAVARI|Hindi|VIL/2/215/2023-MUM|0 days 01:49:35|Video|Lalit Yadav|Pen India Ltd.|UA|1|2023-06-19|6575
1153|1922 PRATIKAR CHAURI CHAURA|Hindi|DIL/2/305/2023-MUM|0 days 01:51:23|Theatrical|Abhik Madan Bhanu|SARAYU VISION|UA|1|2023-06-19|6683
1154|WRITER PADMABHUSHAN|Hindi|DIL/1/63/2023-MUM|0 days 02:03:04|Theatrical|Mayreddy Anurag Reddy|CHAI BISKET FILMS LLP|U|1|2023-06-21|7384
1155|SEMBI|Hindi|VIL/2/216/2023-MUM|0 days 02:21:24|Video|Ravindran Ramaiah|M/s TRIDENT ARTS|UA|1|2023-06-21|8484
1156|ELEMENTAL|Hindi|DFL/1/13/2023-MUM|0 days 01:42:49|Theatrical|Denise Ream, Buena Vista International, Inc.|-|U|1|2023-06-21|6169
1157|PANTHER JINDA HAI|Hindi|DIL/1/65/2023-MUM|0 days 01:43:00|Theatrical|Pralhad Rambhau Khandare|Jyotsna Film productions|U|1|2023-06-21|6180
1158|SAWA KUNTAL KA HERO|Hindi|DIL/2/309/2023-MUM|0 days 01:55:02|Theatrical|Mohdshameem Ahmed|S.K.ENTERPRISES HYDERABAD|UA|1|2023-06-22|6902
1159|AB TOH SAB BHAGWAN BHAROSE|Hindi|DIL/2/311/2023-MUM|0 days 01:36:49|Theatrical|Shiladitya Bora|Platoon One Films Private Limited|UA|1|2023-06-22|5809
1160|DHOOMAM|Hindi|DIL/2/313/2023-MUM|0 days 02:23:53|Theatrical|Vijay Kiragandur T|M/S HOMBALE FILMS LLP|UA|1|2023-06-22|8633
1161|NEEYAT|Hindi|DIL/2/314/2023-MUM|0 days 02:12:18|Theatrical|Vikram Malhotra|ABUNDANTIA ENTERTAINMENT PRIVATE LIMITED|UA|1|2023-06-23|7938
1162|UGRAM|Hindi|VIL/2/219/2023-MUM|0 days 02:28:24|Video|Sahu Garapati|SHINE SCREENS|UA|1|2023-06-23|8904
1163|SHANAYA - AN UNSOLVED MYSTERY|Hindi|DIL/3/42/2023-MUM|0 days 01:34:34|Theatrical|Atulhirji Maru|CANOPY ENTERTAINMENT PVT. LTD.|A|1|2023-06-23|5674
1164|THE NEW BLOOD BHARATEEYANS|Hindi|DIL/2/317/2023-MUM|0 days 02:36:35|Theatrical|Sankar Naidu Adusumilli|BHARAT AMERICAN CREATIONS|UA|1|2023-06-26|9395
1165|BLOODY DADDY|Hindi|VIL/2/221/2023-MUM|0 days 02:03:00|Video|Ali Abbas Zafar|ALI ABBAS ZAFAR FILMS LLP|UA|1|2023-06-27|7380
1166|RAANA|Hindi|VIL/2/222/2023-MUM|0 days 01:52:14|Video|G Purushothama|GUJJAL TALKIES|UA|1|2023-06-27|6734
1167|"""SPY"""|Hindi|DIL/2/318/2023-MUM|0 days 02:15:00|Theatrical|Kessireddy Rajashekhar Reddy|M/S ED ENTERTAINMENTS|UA|1|2023-06-28|8100
1168|INDIANA JONES AND THE DIAL OF DESTINY (IMAX)|Hindi|DFL/2/86/2023-MUM|0 days 02:37:23|Theatrical|Simon Emanuel, Kathleen Kennedy, Frank Marshall, Buena Vista International, Inc|-|UA|1|2023-06-28|9443
1169|SALMON|Hindi|DIL/2/321/2023-MUM|0 days 02:25:26|Theatrical|Shalil A M|MJS MEDIA|UA|1|2023-06-28|8726
1170|PARASTREE|Hindi|DIL/3/43/2023-MUM|0 days 02:02:04|Theatrical|Pusparaj Tirtharaj Neupane|M/s NENDI CREATION|A|1|2023-06-28|7324
1171|PINJRE KI TITILIYAAN|Hindi|VIL/2/224/2023-MUM|0 days 01:30:04|Video|Uma Naryanrao Solunke|UNIQUE ADVERTISING & BRANDING SERVICES|UA|1|2023-06-30|5404
1172|TRIKONA|Hindi|VIL/2/225/2023-MUM|0 days 02:00:05|Video|Rajashekar B R|M/S POLICE PRAKI PRODUCTION|UA|1|2023-06-30|7205
1173|LAFZON MEIN PYAAR|Hindi|DIL/1/19/2023-DEL|0 days 02:11:37|Theatrical|Ashok Sawhny|MONARCH FILMS|U|1|2023-06-30|7897
1174|VELLAPANTI|Hindi|DIL/3/44/2023-MUM|0 days 02:19:57|Theatrical|Rajat Bakshi|MAKE MY DAY ENTERTAINMENTS|A|1|2023-06-30|8397
1175|MANCHALO KI MASTI|Hindi|DIL/2/323/2023-MUM|0 days 01:35:34|Theatrical|Vijay Kumar Agarwal|Manorma Pictures and Entertainment|UA|1|2023-06-30|5734
1176|KOHRAAM|Hindi|VIL/2/228/2023-MUM|0 days 02:16:37|Video|Vikas Baldevraj Sahni|GRAND MASTER|UA|1|2023-06-30|8197
1177|FALL|Hindi|VFL/2/107/2023-MUM|0 days 01:44:28|Video|CAPSTONE STUDIOS CORP|-|UA|1|2023-07-03|6268
1178|TARLA|Hindi|DIL/1/68/2023-MUM|0 days 02:07:38|Theatrical|Eshaan Phadnis|Unilazer Ventures Private Limited|U|1|2023-07-03|7658
1179|DIL PASAND|Hindi|VIL/2/230/2023-MUM|0 days 02:23:46|Video|Raghavendra K L|M/S RASHMI FILMS|UA|1|2023-07-03|8626
1180|BAWAAL|Hindi|DIL/2/325/2023-MUM|0 days 02:19:12|Theatrical|Sajid Suleman Nadiadwala|NADIADWALA GRANDSON ENTERTAINMENT PVT. LTD.|UA|1|2023-07-03|8352
1181|BLOCKED|Hindi|VIL/2/231/2023-MUM|0 days 02:12:06|Video|Lenka Padma|THANK YOU INFRA TALKIES|UA|1|2023-07-04|7926
1182|DHEEVARA|Hindi|VIL/2/232/2023-MUM|0 days 01:49:25|Video|Buragadda Hari Babu|BHAGEERADHA ART CREATIONS|UA|1|2023-07-04|6565
