|title|language|certificate_no|certified_duration|type_of_film|producer_name|production_house|certificate_type|format|certificate_date|duration_in_seconds
885|BLURR|Hindi|VIL/2/60/2023-MUM|0 days 02:06:11|Video|Vishal Rana|ECHELON PRODUCTIONS|UA|1|2023-02-24|7571
886|VANDANA|Hindi|VIL/2/61/2023-MUM|0 days 01:53:29|Video|Jitender Gulati|M/s. SHANTI ENTERPRISES|UA|1|2023-02-27|6809
887|LIKE, SHARE AND SUBSCRIBE|Hindi|VIL/2/62/2023-MUM|0 days 02:03:37|Video|Venkata Boyanapalli|NIHARIKA ENTERTAINMENT|UA|1|2023-02-27|7417
888|VINAYA VIDHEYA RAMA|Hindi|DIL/2/96/2023-MUM|0 days 02:20:49|Theatrical|Dasari Veeravenkata Danayya|DVV ENTERTAINMENTS (LLP)|UA|1|2023-02-27|8449
889|WELCOME TO KASHMIR|Hindi|DIL/2/97/2023-MUM|0 days 01:59:47|Theatrical|Tarq Ahmad Bhat|M/S.FILMSTOCK CREATIONS|UA|1|2023-02-28|7187
890|MONICA O MY DARLING|Hindi|DIL/3/13/2023-MUM|0 days 02:11:26|Theatrical|Sanjay Routray|MATCHBOX SHOTS LLP|A|1|2023-03-01|7886
891|THE ROOM|Hindi|VFL/2/27/2023-MUM|0 days 01:32:57|Video|Elle Driver|-|UA|1|2023-03-02|5577
892|RAKSHANAM|Hindi|DIL/2/101/2023-MUM|0 days 02:33:34|Theatrical|Nitesh Kumar Gangwani|Vijay Productions|UA|1|2023-03-02|9214
893|TU JHOOTHI MAIN MAKKAAR|Hindi|DIL/2/102/2023-MUM|0 days 02:39:59|Theatrical|Ankur Garg|LUV FILMS LLP|UA|1|2023-03-02|9599
894|LOVE NATION|Hindi|DIL/2/103/2023-MUM|0 days 01:58:59|Theatrical|Basith Ahmed Khan|SNOW WHITE MOUNTAIN PICTURES|UA|1|2023-03-02|7139
895|EK THA HERO NEVER GIVE UP|Hindi|DIL/1/21/2023-MUM|0 days 02:06:26|Theatrical|Sachin Dhakan|SONI FILMS AND ENTERTAINMENT|U|1|2023-03-02|7586
896|THE RAPIST|Hindi|DIL/3/14/2023-MUM|0 days 02:15:47|Theatrical|Sameer Chandran Nair|APPLAUSE ENTERTAINMENT PVT LTD|A|1|2023-03-02|8147
897|MEHTA V/S MEHTA|Hindi|DIL/2/105/2023-MUM|0 days 01:47:01|Theatrical|Tanwi Gowri Mehta|TGM PRODUCTIONS|UA|1|2023-03-02|6421
898|THE CONJURING 2|Hindi|VFL/2/32/2023-MUM|0 days 02:01:47|Video|Rob Cowan, Warner Bros|-|UA|1|2023-03-02|7307
899|OH BABY|Hindi|VIL/2/63/2023-MUM|0 days 02:37:59|Video|Tumbalam Gooty Vishwaprasad|PEOPLE MEDIA FACTORY LLP|UA|1|2023-03-03|9479
900|UNLOCK ZINDAGI|Hindi|DIL/2/108/2023-MUM|0 days 02:14:45|Theatrical|Rajesh Jai Gupta|REAL REELS|UA|1|2023-03-06|8085
901|SETTLEMENT|Hindi|DIL/2/109/2023-MUM|0 days 01:30:17|Theatrical|Akash Kumar Mittal|VIJAY AND 2 STARS ENTERTAINMENT|UA|1|2023-03-06|5417
902|KHUDAI|Hindi|DIL/2/115/2023-MUM|0 days 01:54:48|Theatrical|Abdul Jabbar Ansari|M/s. A.J. FILMS CREATION|UA|1|2023-03-06|6888
903|CHUP|Hindi|VIL/2/64/2023-MUM|0 days 02:14:41|Video|Rajagopalan Balakrishnan|HOPE PRODUCTIONS PVT LTD|UA|1|2023-03-06|8081
904|AKHANDA.|Hindi|VIL/2/65/2023-MUM|0 days 02:46:53|Video|Miryala Ravindar Reddy|Dwaraka Creations|UA|1|2023-03-06|10013
905|NAAN MIRUGAMAI MARA|Hindi|VIL/2/66/2023-MUM|0 days 02:04:04|Video|Rajha Thangaswamy|CHENDUR FILM INTERNATIONAL|UA|1|2023-03-08|7444
906|65|Hindi|DFL/2/22/2023-MUM|0 days 01:32:43|Theatrical|Zainab Azizi, Scott Beck, Sony Pictures USA|-|UA|1|2023-03-08|5563
907|BICYCLE DAYS|Hindi|DIL/1/22/2023-MUM|0 days 01:30:28|Theatrical|Devyani Rode|Katharsis Films|U|1|2023-03-08|5428
908|ADAVI|Hindi|VIL/2/67/2023-MUM|0 days 01:55:32|Video|Sambasivam Krishtappa|SHRI KRISH PICTURES|UA|1|2023-03-09|6932
909|SHUBH NIKAH|Hindi|DIL/2/2/2023-DEL|0 days 02:05:04|Theatrical|Bhupender Singh Sandhu|ARSH SANDHU PRODUCTIONS|UA|1|2023-03-09|7504
910|CAMP DECENT|Hindi|DIL/2/3/2023-DEL|0 days 01:35:43|Theatrical|Mujeeb Ul Hassan|Ufi Productions|UA|1|2023-03-09|5743
911|KAAPA|Hindi|VIL/2/69/2023-MUM|0 days 02:16:12|Video|Sajjan Kumar Damani|SHREE INTERNATIONAL|UA|1|2023-03-10|8172
912|KHWAABON KA JHAMELA|Hindi|DIL/3/15/2023-MUM|0 days 02:00:21|Theatrical|Harman Baweja|BAWEJA STUDIOS LIMITED|A|1|2023-03-10|7221
913|UNDER WORLD KA KABZAA|Hindi|DIL/2/118/2023-MUM|0 days 02:09:06|Theatrical|R Chandrashekar|M/S SRI SIDDESHWARA ENTERPRISES|UA|1|2023-03-13|7746
914|ISHQ-E-NADAAN|Hindi|DIL/1/23/2023-MUM|0 days 02:00:01|Theatrical|Avishek Ghosh|AVMA MEDIA LLP|U|1|2023-03-13|7201
915|ABHINAV KA ABHINANDHAN|Hindi|DIL/1/24/2023-MUM|0 days 01:43:19|Theatrical|Sanjay Mahadevrao Datar|M/s.DATAR ABHINAV FILMS CREATION PRIVATE LIMITED|U|1|2023-03-13|6199
916|KARMA STRIKES|Hindi|VIL/2/70/2023-MUM|0 days 02:14:37|Video|Swaminathan Venkatraman|Free Art Productions|UA|1|2023-03-13|8077
917|HERO.|Hindi|VIL/2/71/2023-MUM|0 days 01:57:23|Video|Prashanth Shetty|RISHAB SHETTY FILMS|UA|1|2023-03-14|7043
918|CHOR BAZAAR|Hindi|VIL/2/72/2023-MUM|0 days 02:13:03|Video|Vatsavai Vabs Raju|M/S I V PRODUCTIONS|UA|1|2023-03-14|7983
919|SHAZAM: FURY OF THE GODS|Hindi|DFL/2/26/2023-MUM|0 days 02:12:02|Theatrical|PETER SAFRAN, WARNER BROS.|-|UA|1|2023-03-15|7922
920|300 RISE OF AN EMPIRE|Hindi|VFL/2/38/2023-MUM|0 days 01:29:58|Video|Mark Canton, Thomas Tull, Zack Snyder, Legendary Pictures, Warner Bros|-|UA|1|2023-03-15|5398
921|TRIGGER|Hindi|VIL/2/73/2023-MUM|0 days 02:15:55|Video|Prateek Pradeep Chakravorty|Pramod Films|UA|1|2023-03-15|8155
922|PARAMATHMA|Hindi|VIL/2/75/2023-MUM|0 days 02:16:08|Video|Ajitkumar Asharam Joshi|SWAMI FILMS ENTERTAINMENT PVT. LTD.|UA|1|2023-03-16|8168
923|AHANKAAR|Hindi|VIL/2/76/2023-MUM|0 days 02:03:05|Video|Gedela Ravi Kumar|M/S FULL BOTTLE ENTERTAINMENTS LLP|UA|1|2023-03-16|7385
924|SOODU|Hindi|VIL/2/77/2023-MUM|0 days 01:43:36|Video|Pandian Mookiah|SKM MEDIAS|UA|1|2023-03-16|6216
925|BOONIE BEARS: BACK TO EARTH (FRESH DUBBED)|Hindi|VFL/2/40/2023-MUM|0 days 01:37:33|Video|FANTAWILD ANIMATION INC|-|UA|1|2023-03-17|5853
926|NEERALI|Hindi|VIL/2/78/2023-MUM|0 days 02:01:13|Video|Santhosh Thanavelil Kuruvilla|Moonshot Entertainments Private Limited|UA|1|2023-03-17|7273
927|BHIGE HOT TERE|Hindi|DIL/3/16/2023-MUM|0 days 02:02:24|Theatrical|Nitin Chavariya|OM NAMASHIVYAY CHAVARIYA FILMS|A|1|2023-03-17|7344
928|CRICKET GAMBLERS|Hindi|VIL/2/79/2023-MUM|0 days 02:03:12|Video|Kumar L|M/S KESARI FILMS CAPTURE|UA|1|2023-03-17|7392
929|FARAAZ|Hindi|VIL/2/82/2023-MUM|0 days 01:52:48|Video|Anubhav P Sinha|Benaras mediaworks Pvt Ltd|UA|1|2023-03-17|6768
930|STREET FIGHTER|Hindi|VIL/2/83/2023-MUM|0 days 02:29:15|Video|Ashiq U E|ASHIQ USMAN PRODUCTIONS|UA|1|2023-03-17|8955
931|STATE OF SIEGE - TEMPLE ATTACK|Hindi|VIL/3/3/2023-MUM|0 days 01:47:56|Video|Adesh Kumar Sharma|Zee Entertainment Enterprises Limited|A|1|2023-03-17|6476
932|BHEED|Hindi|DIL/2/132/2023-MUM|0 days 01:55:03|Theatrical|Anubhav P Sinha|Benaras mediaworks Pvt Ltd|UA|1|2023-03-20|6903
933|BHOLAA|Hindi|DIL/2/133/2023-MUM|0 days 02:24:49|Theatrical|Ajay Virender Devgan|AJAY DEVGN FFILMS LLP|UA|1|2023-03-20|8689
934|HONEYMOON|Hindi|VIL/2/85/2023-MUM|0 days 02:01:11|Video|Bhushan Dua|Super Cassettes Industries Pvt Ltd|UA|1|2023-03-20|7271
935|JOHN WICK: CHAPTER 4|Hindi|DFL/3/18/2023-MUM|0 days 02:51:15|Theatrical|Lionsgate|-|A|1|2023-03-21|10275
936|OPERATION MAYFAIR|Hindi|DIL/3/17/2023-MUM|0 days 01:58:13|Theatrical|Bhushan Dua|Super Cassettes Industries Pvt Ltd|A|1|2023-03-21|7093
937|AMAR PREM KI PREM KAHANI|Hindi|DIL/2/136/2023-MUM|0 days 02:03:27|Theatrical|Parth Gajjar|HARDIK GAJJAR FILMS|UA|1|2023-03-21|7407
938|A WINTER TALE AT SHIMLA|Hindi|DIL/3/18/2023-MUM|0 days 02:22:45|Theatrical|Yogesh Verma|Agastaya Cine Dreams LLP|A|1|2023-03-24|8565
939|DILLI KAAND|Hindi|VIL/2/89/2023-MUM|0 days 01:44:42|Video|Kritik Kumar Pandey|Fashion Parade Films|UA|1|2023-03-24|6282
940|RAUNDAL|Hindi|DIL/2/141/2023-MUM|0 days 02:26:32|Theatrical|Pramod Bhaskar Chaudhari|BHOOMIKA FILMS AND ENTERTAINMENT|UA|1|2023-03-24|8792
941|32 MALASANA STREET (DUBBED)|Hindi|VFL/2/44/2023-MUM|0 days 01:36:52|Video|STUDIO CANAL S A|-|UA|1|2023-03-24|5812
942|VADH|Hindi|VIL/2/87/2023-MUM|0 days 01:52:29|Video|Ankur Garg|LUV FILMS LLP|UA|1|2023-03-24|6749
943|KUTTEY|Hindi|VIL/2/88/2023-MUM|0 days 01:50:48|Video|Vishal Ram Bhardwaj|Vishal Bhardwaj Films LLP|UA|1|2023-03-24|6648
944|RONGDAIFE|Hindi|DIL/1/7/2023-GUW|0 days 01:51:52|Theatrical|Vincent Nameirakpam|VINTEL INFRACOM PVT. LTD.|U|1|2023-03-27|6712
945|DEDH BIGHA ZAMEEN|Hindi|DIL/2/143/2023-MUM|0 days 01:45:58|Theatrical|Bhushan Dua|Super Cassettes Industries Pvt Ltd|UA|1|2023-03-27|6358
946|"""VEERA SIMHA REDDY(GOD OF MASSES)"""|Hindi|VIL/2/90/2023-MUM|0 days 02:52:00|Video|Yalamanchili Ravi Shankar|MYTHRI MOVIE MAKERS|UA|1|2023-03-27|10320
947|HANSAN:RISING DRAGON (DUBBED)|Hindi|VFL/2/46/2023-MUM|0 days 02:09:35|Video|BIGSTONE PICTURES CO., LTD|-|UA|1|2023-03-27|7775
948|BIG SNAKE KING|Hindi|DFL/2/32/2023-MUM|0 days 01:24:44|Theatrical|BEIJING RELIABLE MEDIA CO. LTD|-|UA|1|2023-03-27|5084
949|HEROIC LOSERS FRESH DUBBED|Hindi|VFL/2/45/2023-MUM|0 days 01:53:01|Video|KENYA FILMS|-|UA|1|2023-03-27|6781
950|NANI|Hindi|VIL/2/91/2023-MUM|0 days 02:35:34|Video|Aneesh Arjun Dev|WIDE ANGLE MEDIA PRIVATE LTD.|UA|1|2023-03-28|9334
951|VAJRAKAVACHADHARA GOVINDA|Hindi|VIL/2/92/2023-MUM|0 days 02:15:47|Video|G Venkat Nageshwarareddy|M/S SIVA SIVAM FILMS|UA|1|2023-03-28|8147
952|CHRISTOPHER|Hindi|VIL/2/93/2023-MUM|0 days 02:31:45|Video|Unnikrishnan B|RD ILLUMINATIONS LLP|UA|1|2023-03-28|9105
953|ZOMBIE|Hindi|VIL/2/95/2023-MUM|0 days 02:03:53|Video|Vasanth Mahalingam|S3 PICTURES|UA|1|2023-03-28|7433
954|KHATARNAK MOD - PATHAAM VALAVU|Hindi|VIL/2/97/2023-MUM|0 days 01:54:14|Video|Zachariah Thomas|UGM PRODUCTIONS|UA|1|2023-03-28|6854
955|LOVE IN TAXI|Hindi|VIL/3/1/2023-DEL|0 days 01:13:01|Video|Surender Suneja|Eagle Home Entertainments Pvt Ltd|A|1|2023-03-29|4381
956|THE ERA OF 1990|Hindi|DIL/2/4/2023-DEL|0 days 03:09:19|Theatrical|Shahid Hussain|A Shahid Kazmi Films|UA|1|2023-03-29|11359
957|AFWAAH|Hindi|DIL/3/19/2023-MUM|0 days 02:05:18|Theatrical|Anubhav P Sinha|Benaras mediaworks Pvt Ltd|A|1|2023-03-29|7518
958|NANIS DASARA|Hindi|DIL/2/145/2023-MUM|0 days 02:36:00|Theatrical|Srikanth Chundi|M/S SRI LAKSHMI VENKATESWARA CINEMAS LLP|UA|1|2023-03-29|9360
959|SERGEANT|Hindi|DIL/2/146/2023-MUM|0 days 01:45:58|Theatrical|Ajay G Rai|JAR PICTURES STUDIO LLP|UA|1|2023-03-30|6358
960|FINAL SURRENDER IN LOVE|Hindi|DIL/2/149/2023-MUM|0 days 01:13:24|Theatrical|Tanwi Gowri Mehta|TGM PRODUCTIONS|UA|1|2023-03-30|4404
961|KHOJ - KANABADUTALEDU|Hindi|VIL/2/98/2023-MUM|0 days 01:47:05|Video|Machanuru Prasad|SPARK PRODUCTIONS|UA|1|2023-03-30|6425
962|VICTORIA - EK RAHASYA|Hindi|VIL/2/101/2023-MUM|0 days 01:48:47|Video|Pushkar Jog|Goosebumps Entertainment|UA|1|2023-03-31|6527
963|CAPITAL 2|Hindi|DIL/2/5/2023-GUW|0 days 02:30:11|Theatrical|Lokam Loring|M/S. CAPITAL FILMS|UA|1|2023-03-31|9011
964|GANDHARWA|Hindi|VIL/2/102/2023-MUM|0 days 02:10:56|Video|Abdul Apsar Hussain|M/S FUNNY FOX ENTERTAINMENTS|UA|1|2023-03-31|7856
965|GUMRAAH|Hindi|DIL/2/151/2023-MUM|0 days 02:09:03|Theatrical|Bhushan Dua|Super Cassettes Industries Pvt Ltd|UA|1|2023-03-31|7743
966|HEAD BUSH|Hindi|VIL/2/107/2023-MUM|0 days 02:16:16|Video|Dhananjaya K A|M/S DAALI PICTURES SOMANNA TALKIES LLP|UA|1|2023-04-03|8176
967|SNAKE CAVE (DUBBED)|Hindi|DFL/2/34/2023-MUM|0 days 01:38:48|Theatrical|BEIJING RELIABLE MEDIA CO. LTD|-|UA|1|2023-04-03|5928
968|AUGUST 16 1947|Hindi|DIL/2/158/2023-MUM|0 days 02:24:54|Theatrical|Aditya Ashwin Joshi|PURPLE BULL ENTERTAINMENT PRIVATE LIMITED|UA|1|2023-04-04|8694
969|GEETHASAKSHIGAA|Hindi|DIL/2/159/2023-MUM|0 days 02:16:22|Theatrical|Chetankumar Champakbhai Maisuria|CHETEN RAJ FILMS|UA|1|2023-04-05|8182
970|MAHALAKSHI PATH THE EVOLUTION|Hindi|DIL/1/10/2023-DEL|0 days 02:05:18|Theatrical|Sanjay Talwar|IMMACULATE IDEAL HUMAN FOUNDATION|U|1|2023-04-05|7518
971|BLOODY MARY|Hindi|VIL/2/108/2023-MUM|0 days 01:33:24|Video|Tumbalam Gooty Vishwaprasad|PEOPLE MEDIA FACTORY LLP|UA|1|2023-04-05|5604
972|ONDH KATHE HELLA|Hindi|VIL/2/109/2023-MUM|0 days 02:02:52|Video|Girish And Mudhusudhanrao|M/S PETAS CINE CAFE|UA|1|2023-04-05|7372
973|SIR|Hindi|VIL/2/110/2023-MUM|0 days 02:16:51|Video|Suryadevara Naga Vamsi|SPRINT SCREENS LLP|UA|1|2023-04-05|8211
974|GASLIGHT|Hindi|DIL/2/168/2023-MUM|0 days 01:54:03|Theatrical|Ramesh Sadhuram Taurani|TIPS FILMS LIMITED|UA|1|2023-04-06|6843
975|""" HORROR WEBSITE """|Hindi|DIL/2/169/2023-MUM|0 days 01:43:38|Theatrical|Mahesh Soni Don|SHREE RAM SNEHI FILM|UA|1|2023-04-06|6218
976|THE POPES EXORCIST|Hindi|DFL/3/21/2023-MUM|0 days 01:45:14|Theatrical|Doug Belgrad, Michael Patrick, Sony pictures USA|-|A|1|2023-04-06|6314
977|THE SUPER MARIO BROS. MOVIE|Hindi|DFL/1/7/2023-MUM|0 days 01:32:57|Theatrical|CHRIS MELEDANDRI, SHIGERU MYAMOTO UNIVERSAL STUDIOS.|-|U|1|2023-04-06|5577
978|RENDAGAM|Hindi|VIL/2/111/2023-MUM|0 days 02:06:19|Video|Shaji Nadesan|AUGUST CINEMA|UA|1|2023-04-10|7579
979|OM SHANTI OM.|Hindi|VIL/2/112/2023-MUM|0 days 02:05:25|Video|M Pandu|JAI BHUVANESWARI PRODUCTION|UA|1|2023-04-10|7525
980|ATLANTIS DOWN (DUBBED).|Hindi|VFL/2/62/2023-MUM|0 days 01:28:17|Video|MAX BARTOLI, DOUG BURCH, SAM INGRAFFIA, ENTERTAINMENT 7 INC|-|UA|1|2023-04-10|5297
981|ANGITHEE-2|Hindi|VIL/2/114/2023-MUM|0 days 01:16:04|Video|Atulhirji Maru|CANOPY ENTERTAINMENT PVT. LTD.|UA|1|2023-04-10|4564
982|KHWAABON KA JHAMELA.|HINDI|VIL/2/115/2023-MUM|0 days 01:59:43|Video|Harman Baweja|BAWEJA STUDIOS LIMITED|UA|1|2023-04-11|7183
983|MAIN AASHIQUI TU MERI AASHIQUI|Hindi|DIL/1/26/2023-KOL|0 days 02:40:58|Theatrical|Hemant Agarwal|ESKAY MOVIES(A Division of Eskay Video Pvt. Ltd)|U|1|2023-04-11|9658
984|SUZUME|Hindi|DFL/2/35/2023-MUM|0 days 02:04:14|Theatrical|COMIX WAVE FILMS INC|-|UA|1|2023-04-11|7454
985|SIR MADAM SARPANCH|HINDI PARTLY BUNDELI|DIL/1/33/2023-MUM|0 days 01:43:04|Theatrical|Suneel Hargobind Sajnani|SUNCAL PRODUCTIONS INTERNATIONAL|U|1|2023-04-11|6184
986|"""GUNASEKHAR SHAAKUNTALAM"""|Hindi|DIL/2/178/2023-MUM|0 days 02:22:23|Theatrical|Velmakucha Venkata Ramanareddy|DRP-GUNAA TEAMWORKS|UA|1|2023-04-12|8543
987|""" GUNASEKHAR SHAAKUNTALAM """|Hindi|DIL/2/179/2023-MUM|0 days 02:22:23|Theatrical|Velmakucha Venkata Ramanareddy|DRP-GUNAA TEAMWORKS|UA|1|2023-04-12|8543
988|THE WAILING|Hindi|VFL/2/63/2023-MUM|0 days 02:06:33|Video|Fox International Productions, INC|-|UA|1|2023-04-12|7593
989|ASEQ|Hindi|VIL/2/119/2023-MUM|0 days 01:51:28|Video|Ketki Bhavin Mehta|M/s. PRODUCTION HQ|UA|1|2023-04-13|6688
990|MUKHACHITRAM|Hindi|VIL/2/120/2023-MUM|0 days 02:04:06|Video|Angirekula Pradeep Yadav|M/S POCKET MONEY PICTURES|UA|1|2023-04-13|7446
991|1812 (DUBBED)|Hindi|VFL/2/64/2023-MUM|0 days 01:35:00|Video|Gleb Shprigov, ENTERTAINMENT 7 INC|-|UA|1|2023-04-13|5700
992|""" DAS KA DHAMKI """|Hindi|DIL/2/181/2023-MUM|0 days 02:31:00|Theatrical|Chirunagar Raju|M/S VANMAYE CREATIONS|UA|1|2023-04-13|9060
993|RUN BABY RUN|Hindi|VIL/2/123/2023-MUM|0 days 02:13:38|Video|Lakshmankumar Subramanian|PRINCE PICTURES|UA|1|2023-04-13|8018
994|GANDHI AND CO.|Hindi|DIL/1/36/2023-MUM|0 days 01:40:41|Theatrical|Mahesh Danannavar|MD MEDIA CORP|U|1|2023-04-13|6041
995|KISI KA BHAI KISI KI JAAN|Hindi|DIL/2/183/2023-MUM|0 days 02:24:25|Theatrical|Shamiraah Nambiar|SALMAN KHAN VENTURES PRIVATE LIMITED|UA|1|2023-04-17|8665
996|DARK SHOW (DUBBED)|Hindi|VFL/2/66/2023-MUM|0 days 01:18:15|Video|Brian A. Levine, Hugo Parthonnaud, DOLCE MARE LLC|-|UA|1|2023-04-17|4695
997|DRAGON WARRIORS (DUBBED)|Hindi|VFL/2/67/2023-MUM|0 days 01:50:02|Video|STEPHEN SHIMEK, DAVID M WULF, KOAN INC|-|UA|1|2023-04-17|6602
998|ALIENS 2042 (DUBBED)|Hindi|DFL/2/36/2023-MUM|0 days 01:36:23|Theatrical|BEIJING RELIABLE MEDIA CO. LTD.|-|UA|1|2023-04-18|5783
999|BLACKOUT|Hindi|DIL/2/191/2023-MUM|0 days 02:02:44|Theatrical|Neeraj Kishor Kothari|11.11 productions llp.|UA|1|2023-04-19|7364
1000|MIGHTY KRISHNA|Hindi|VIL/1/1/2023-DEL|0 days 01:16:03|Video|Raman Hirji Maroo|Shemaroo Entertainment Ltd|U|1|2023-04-20|4563
1001|CHENGIZ|Hindi|DIL/2/193/2023-MUM|0 days 02:33:21|Theatrical|Amit Jumrani|JEETZ FILMWORKS PVT. LTD.|UA|1|2023-04-20|9201
1002|KANJOOS MAKHICHOOS|Hindi|DIL/2/194/2023-MUM|0 days 02:02:48|Theatrical|Deepak Mukut|Soham Rockstar Entertainment Pvt. Ltd.|UA|1|2023-04-21|7368
1003|POLICE WALE KI KHOJ - BUJJI ILLAARAA|Hindi|VIL/2/125/2023-MUM|0 days 01:57:12|Video|Palyam Nagabushana Reddy|M/S SRI NEELAKANTESHWARA SWAMY CREATIONS LLP|UA|1|2023-04-21|7032
1004|ENHANCED (DUBBED)|Hindi|VFL/2/68/2023-MUM|0 days 01:41:06|Video|James Mark|-|UA|1|2023-04-21|6066
1005|UNWOMAN|HINDI PARTLY RAJASTHANI|DIL/3/22/2023-MUM|0 days 01:52:07|Theatrical|Gunjan Kumar Goel|HashTag Films LLP|A|1|2023-04-21|6727
1006|PS - 2 - HINDI|Hindi|DIL/2/197/2023-MUM|0 days 02:45:11|Theatrical|Mani Ratnam|M/s MADRAS TALKIES|UA|1|2023-04-24|9911
1007|BAD BOY|Hindi|DIL/2/198/2023-MUM|0 days 02:03:05|Theatrical|Sajid Iqbal Qureshi|INBOX PICTURES PVT. LTD.|UA|1|2023-04-24|7385
1008|THE KERALA STORY|Hindi|DIL/3/23/2023-MUM|0 days 02:18:29|Theatrical|Aashin Ashok Shah|SUNSHINE PICTURES PRIVATE LIMITED|A|1|2023-04-24|8309
1009|POPCORN|Hindi|VIL/2/128/2023-MUM|0 days 01:54:03|Video|Madupalli Bhogendra Venkataramagupta|Acharya Creations|UA|1|2023-04-25|6843
1010|DAYA BAI|Hindi|DIL/1/39/2023-MUM|0 days 02:12:01|Theatrical|Shyse Eapen|Vettam Movies|U|1|2023-04-25|7921
1011|TWIST (NOT A ROUTINE LOVE STORY)|Hindi|VIL/2/129/2023-MUM|0 days 01:54:56|Video|Chintalayya Gari Ranganayakulu|ROYAL FILMS|UA|1|2023-04-25|6896
1012|RAANGI|Hindi|VIL/2/130/2023-MUM|0 days 01:59:53|Video|Neelakantnarayanpur Sangappanarayanpur|Lyca Productions Private Limited|UA|1|2023-04-26|7193
1013|RAVANASURA|Hindi|VIL/3/5/2023-MUM|0 days 02:21:56|Video|ABHISHEK VENKAT NAMA|SHRI ABHISHEK PICTURES|A|1|2023-04-26|8516
1014|BERA|Hindi|DIL/3/24/2023-MUM|0 days 02:04:52|Theatrical|Prem Kisan Dhiraal|Dhiraal Entertainment|A|1|2023-04-26|7492
1015|BHRAANTI AN ILLUSION|Hindi|DIL/3/25/2023-MUM|0 days 02:06:05|Theatrical|Atulhirji Maru|CANOPY ENTERTAINMENT PVT. LTD.|A|1|2023-04-26|7565
1016|THE SONG OF SCORPIONS|Hindi|DFL/2/38/2023-MUM|0 days 02:00:41|Theatrical|Feather Light Films|-|UA|1|2023-04-26|7241
1017|AMIGOS|Hindi|VIL/2/131/2023-MUM|0 days 02:18:54|Video|Yalamanchili Ravi Shankar|MYTHRI MOVIE MAKERS|UA|1|2023-04-26|8334
1018|MIDDILE CLASS MELODIES|Hindi|VIL/1/23/2023-MUM|0 days 02:15:48|Video|V Anandaprasad|Bhavya Creations|U|1|2023-04-27|8148
1019|WITNESS|Hindi|VIL/1/24/2023-MUM|0 days 02:09:49|Video|Tumbalam Gooty Vishwaprasad|PEOPLE MEDIA FACTORY LLP|U|1|2023-04-27|7789
1020|SISU|Hindi|DFL/3/26/2023-MUM|0 days 01:33:21|Theatrical|Petri Jokiranta, Mike Goodridge, Sony Pictures USA|-|A|1|2023-04-27|5601
1021|MUSIC SCHOOL|Hindi|DIL/1/42/2023-MUM|0 days 02:09:52|Theatrical|Biyyala Venkata Paparao|YAMINI FILMS PRIVATE LIMITED|U|1|2023-04-27|7792
1022|CAMPUS MASTI KI PATHSHALA|Hindi|DIL/3/26/2023-MUM|0 days 01:52:51|Theatrical|Bharat Vinodrai Mehta|SKY MAX CINE VISION|A|1|2023-04-27|6771
1023|MAHALAKSHMI PATH THE EVOLUTION ENGLISH DUB|HINDI PARTLY ENGLISH|DIL/1/11/2023-DEL|0 days 02:04:17|Theatrical|Sanjay Talwar|IMMACULATE IDEAL HUMAN FOUNDATION|U|1|2023-04-27|7457
1024|MYSTERY OF JOURNEY|Hindi|DIL/2/211/2023-MUM|0 days 01:39:56|Theatrical|Dhananjay Lalchand Galani|DHANANJAY GALANI PRODUCTION|UA|1|2023-04-28|5996
1025|SNOW MONSTER|Hindi|VFL/2/70/2023-MUM|0 days 01:24:06|Video|Beijing Blossoms Entertainment, LLC|-|UA|1|2023-04-28|5046
1026|AATTRAL|Hindi|VIL/2/133/2023-MUM|0 days 01:58:01|Video|Michael Jesupatham|CHEVVANTHY MOVIES|UA|1|2023-05-01|7081
1027|MAIN AUR MOTHER TERESA|Hindi|DIL/2/217/2023-MUM|0 days 02:02:27|Theatrical|Kamal Madhukar Musale|M/s. CURRY WESTERN MOVIES PVT. LTD.|UA|1|2023-05-01|7347
1028|GATTA KUSTHI|Hindi|VIL/2/134/2023-MUM|0 days 02:23:03|Video|Vishal Kudawla|VISHNU VISHAL STUDIOZ|UA|1|2023-05-02|8583
1029|ENGLISH SHIVA|Hindi|DIL/3/27/2023-MUM|0 days 02:43:54|Theatrical|David R|INFANT CINE CREATIONS|A|1|2023-05-02|9834
1030|VICHITHRAM|Hindi|DIL/2/221/2023-MUM|0 days 02:17:04|Theatrical|Ajith Joy K|JOY MOVIE PRODUCTIONS LLP|UA|1|2023-05-02|8224
1031|VIRUPAKSHA|Hindi|DIL/3/28/2023-MUM|0 days 02:24:47|Theatrical|Venkata Satyanarayanaprasad Bhogavalli|SRI VENKATESWAEA CINE CHITRA LLP|A|1|2023-05-03|8687
1032|GUARDIANS OF THE GALAXY VOL. 3|Hindi|DFL/2/43/2023-MUM|0 days 02:31:21|Theatrical|Kevin Feige, Buena Vista International, Inc|-|UA|1|2023-05-03|9081
1033|CHATRAPATHI|Hindi|DIL/2/223/2023-MUM|0 days 02:03:47|Theatrical|Lalit Yadav|Pen India Ltd.|UA|1|2023-05-04|7427
1034|EK JAGAH APNI|Hindi|DIL/1/13/2023-DEL|0 days 01:27:42|Theatrical|Rinchin Rinchin|-|U|1|2023-05-04|5262
